Date,CampaignId,CampaignName,AdGroupName,CriterionType,MatchType,TargetingCategory,Criterion,Query,Cost,WeightedImpressions,Clicks,Bounces,Calls_F,Calls_A,B24_F,B24_A,Forms_F,Forms_A,EMails_F,EMails_A,GoalsFC,GoalsLC
2023-07-28,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,слуховые аппараты,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-28,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,слуховые аппараты белореченск,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-28,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,слуховые аппараты белореченск слуховые аппараты,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-28,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,слуховые аппараты высокой ценовой категории,106.5,1.21,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-28,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,слуховые аппараты кореновск,56.93,1.82,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-28,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат купить -адреса -аккумуляторные -внутриканальный -внутриушные -где -детские -заушный -костный -мощный -подобрать -пожилых -ребенку -цена,слуховые аппараты купить,126.63,1.22,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-28,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,слуховые аппараты усть лабинск,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-28,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,UNKNOWN,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,угасающий лепет ускоренный порог восприятия увеличение громкости и исп слуховых аппаратов улучшает восприятие речи,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-28,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,украшение для слуховых аппаратов,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,signia - motion,KEYWORD,KEYWORD,ALTERNATIVE,signia motion,технические характеристики signia motion sx 7px,73.41,1.03,1,1,0,0,0,0,0,0,0,0,0,0
2023-07-29,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,ремаркетинг - phonak,AUTOTARGETING,NONE,EXACT,---autotargeting,слуховой аппарат цена,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,89440325,[поиск] Бренд. ТГ,ретаргетинг - мастерслух,AUTOTARGETING,NONE,EXACT,---autotargeting,48 канальные слуховые аппараты,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,89440325,[поиск] Бренд. ТГ,ретаргетинг - мастерслух,KEYWORD,KEYWORD,BROADER,мастер слух,мастер слух краснодар,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,89440325,[поиск] Бренд. ТГ,ретаргетинг - мастерслух,AUTOTARGETING,NONE,EXACT,---autotargeting,слуховой аппарат цена,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,89609685,[поиск] Батарейки. ТГ,батарейки,KEYWORD,KEYWORD,EXACT,батарейки слуховых аппаратов -!для -10 -13 -312 -675 -p13 -phonak -siemens -signia -а10 -а13 -аккумуляторные -заказать -краснодар -купить -магазин -р13 -сименс -цена,батарейки на слуховой аппарат геленджик,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,89609685,[поиск] Батарейки. ТГ,батарейки 13,KEYWORD,KEYWORD,EXACT,купить батарейки +для слухового аппарата p13,батарейки p13 для слуховых аппаратов купить в краснодаре,301.54,1.23,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,гео,KEYWORD,KEYWORD,EXACT,слуховые аппараты ейск,слуховые аппараты ейск,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,гео,KEYWORD,KEYWORD,EXACT,слуховые аппараты краснодар -!в -аудиоклиника -магазин -подобрать -рассрочка,слуховые аппараты краснодар купить,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,гео,KEYWORD,KEYWORD,EXACT,слуховые аппараты новороссийск,слуховые аппараты новороссийск,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат цена -адрес -внутриканальные -внутриушные -детские -заушные -костный -купить -мощные -пожилых,aurica слуховой аппарат цена,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,BROADER,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,бывают ли в слуховом аппарате помехи,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,в махачкале есть слуховые аппараты,68.45,0.7,1,2,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат купить -адреса -аккумуляторные -внутриканальный -внутриушные -где -детские -заушный -костный -мощный -подобрать -пожилых -ребенку -цена,купить слуховой аппарат в краснодаре,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,магазин слуховых аппаратов -краснодар,магазин слуховых аппаратов рядом со мной слуховые аппараты,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,UNKNOWN,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,марат сквозь баб с слуховым аппаратом,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,медицинский слуховой аппарат,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,наушники с встроенным слуховым аппаратом,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,UNKNOWN,аппараты для слуха -коррекции,особенности детей с нарушением слуха зрения опорно двигательного аппарата,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,сколько стоит слуховой аппарат,сколько стоит слуховой аппарат,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,слуховой аппарат,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат купить -адреса -аккумуляторные -внутриканальный -внутриушные -где -детские -заушный -костный -мощный -подобрать -пожилых -ребенку -цена,слуховой аппарат phonak bolero b70 sp купить,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат купить -адреса -аккумуляторные -внутриканальный -внутриушные -где -детские -заушный -костный -мощный -подобрать -пожилых -ребенку -цена,слуховой аппарат phonak naida m90 sp купить,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,слуховой аппарат для мужчин,90.04,1.22,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,UNKNOWN,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,слуховой аппарат из телефона,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат купить -адреса -аккумуляторные -внутриканальный -внутриушные -где -детские -заушный -костный -мощный -подобрать -пожилых -ребенку -цена,слуховой аппарат купить,89.06,2.98,1,2,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,слуховой аппарат электроника у 03,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,слуховые аппараты,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат купить -адреса -аккумуляторные -внутриканальный -внутриушные -где -детские -заушный -костный -мощный -подобрать -пожилых -ребенку -цена,слуховые аппараты купить,71.15,0.94,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,магазин слуховых аппаратов -краснодар,слуховые аппараты новороссийск адреса магазинов,128.34,2.2,1,2,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,слуховые аппараты слуховые аппараты,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат цена -адрес -внутриканальные -внутриушные -детские -заушные -костный -купить -мощные -пожилых,слуховые аппараты цены,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,BROADER,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,украшение для слуховых аппаратов,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховые аппараты купить цена -пожилых -портативный,цифровые слуховой аппарат в майкопе купить цена,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,детям,KEYWORD,KEYWORD,EXACT,слуховые аппараты +для детей -глухих -купить -стоимость -цена,слуховой аппарат одного уха для детей,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,пожилым,KEYWORD,KEYWORD,EXACT,слуховой аппарат пожилого человека -заушный -краснодар -купить -цена,слуховой аппарат для пожилого человека,144.49,1.98,1,2,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,пожилым,KEYWORD,KEYWORD,EXACT,слуховой аппарат пожилого человека купить -цена,слуховой аппарат для пожилого человека купить,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,пожилым,KEYWORD,KEYWORD,EXACT,слуховые аппараты +для пожилых людей цена,слуховые аппараты для пожилых людей цена,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,внутриушные,KEYWORD,KEYWORD,BROADER,внутриушные слуховые аппараты -купить -современные -цены,виды внутриушных слуховых аппаратов,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,внутриушные,KEYWORD,KEYWORD,EXACT,внутриушные слуховые аппараты -купить -современные -цены,внутриушной слуховой аппарат,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,4 степень,KEYWORD,KEYWORD,EXACT,слуховые аппараты 4 степени -3 -цена,внутриушные слуховые аппараты при 4 степени,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,4 степень,KEYWORD,KEYWORD,EXACT,слуховой аппарат +для детей 4 степени,слуховой аппарат для детей 3 4 степени,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,91181736,[поиск] Слуховые аппараты. ТГ,4 степень,KEYWORD,KEYWORD,EXACT,слуховой аппарат +для детей 4 степени,слуховой аппарат одного уха для детей 3 4 степени,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,89609685,[поиск] Батарейки. ТГ,батарейки,KEYWORD,SYNONYM,EXACT,батарея +для слухового аппарата,купить батарейки для слухового аппарата 312,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,89609685,[поиск] Батарейки. ТГ,батарейки,KEYWORD,SYNONYM,EXACT,батарейки +для слухового аппарата краснодар,купить батарейки для слухового аппарата 312 в краснодаре адреса,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,89609685,[поиск] Батарейки. ТГ,батарейки 312,KEYWORD,KEYWORD,EXACT,батарейки 312 +для слуховых аппаратов купить,купить батарейки для слухового аппарата 312 в краснодаре адреса слуховые аппараты,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат цена -адрес -внутриканальные -внутриушные -детские -заушные -костный -купить -мощные -пожилых,aurica слуховой аппарат цена,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,SYNONYM,EXACT,заказать слуховой аппарат,aurica слуховой аппарат цена,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,задержка звука при при использовании слухового аппарата,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,отставание звука в слуховом аппарате,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,UNKNOWN,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,причина отклонения нет рекомендации в ипра не вернули деньги за покупку слуховых аппаратов,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,профессиональные слуховые аппараты,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат -4 -адреса -аккумуляторный -армавир -блютуз -взрослых -внутриканальные -внутриушные -выбрать -глухих -детский -ейск -железнодорожная -заказать -зарядкой -зарядные -заряжаемые -заушный -костный -краснодар -красная -купить -магазин -май -мощный -новороссийск -пенсионера -перезаряжаемый -подобрать -подбор -подзарядкой -пожилого -получить -приобрести -дети -сайты -слабослышащих -стоимость -ушные -цена -цифровой,слуховой аппарат,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат купить -адреса -аккумуляторные -внутриканальный -внутриушные -где -детские -заушный -костный -мощный -подобрать -пожилых -ребенку -цена,слуховой аппарат microtech axio st 32 купить,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,SYNONYM,EXACT,аппараты для слуха -коррекции,слуховой аппарат для пожилого человека купить,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,SYNONYM,EXACT,заказать слуховой аппарат,слуховой аппарат для пожилого человека купить,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,91181736,[поиск] Слуховые аппараты. ТГ,слуховые аппараты,KEYWORD,KEYWORD,EXACT,слуховой аппарат купить -адреса -аккумуляторные -внутриканальный -внутриушные -где -детские -заушный -костный -мощный -подобрать -пожилых -ребенку -цена,слуховой аппарат купить,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,91181736,[поиск] Слуховые аппараты. ТГ,пожилым,KEYWORD,KEYWORD,EXACT,слуховой аппарат пожилого человека цена -купить,слуховой аппарат для пожилого человека цена,38.33,1.03,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-31,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,widex,KEYWORD,KEYWORD,EXACT,слуховой аппарат widex -заушный -купить -цена,widex слуховые аппараты,119.86,1.18,1,0,0,0,0,0,0,0,0,0,0,0
2023-07-31,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,widex,KEYWORD,KEYWORD,EXACT,слуховой аппарат widex -заушный -купить -цена,слуховые аппараты новороссийск widex unique,44.35,2.51,2,0,0,0,0,0,0,0,0,0,0,0
