Date,AdNetworkType,CampaignName,CampaignType,AdGroupName,WeightedImpressions,Clicks,Sessions,Bounces,Cost,Calls_F,Calls_A,B24_F,B24_A,Forms_F,Forms_A,EMails_F,EMails_A,GoalsFC,GoalsLC
2023-07-11,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - bolero,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-11,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,ремаркетинг - widex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-11,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-11,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,131.03,5,12,2,179.2,0,0,0,0,0,0,0,0,0,0
2023-07-11,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-11,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-11,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,мастерслух - слуховые аппараты,2.82,1,2,0,5.94,0,0,0,0,0,0,0,0,0,0
2023-07-11,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,4.6,3,8,4,500.62,0,0,0,0,0,0,0,0,0,0
2023-07-11,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-11,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,87.37,11,19,4,988.45,0,0,0,0,0,0,0,0,0,0
2023-07-11,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,6.56,1,1,0,41.76,0,0,0,0,0,0,0,0,0,0
2023-07-11,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-11,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,3.63,2,6,2,254.99,0,0,0,0,0,0,0,0,0,0
2023-07-11,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 13,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-11,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 675,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-11,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,гео,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-12,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - audeo,0.9,1,4,0,19.03,0,0,0,0,0,0,0,0,0,0
2023-07-12,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - audeo - marvel,2.09,1,2,0,45.13,0,0,0,0,0,0,0,0,0,0
2023-07-12,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - bolero,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-12,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,signia,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-12,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-12,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,267.56,2,4,0,91.15,0,0,0,0,0,0,0,0,0,0
2023-07-12,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,4.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-12,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,мастерслух - слуховые аппараты,8.97,2,8,2,143.25,0,0,0,0,0,0,0,0,0,0
2023-07-12,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,13.33,3,9,3,523.94,0,0,0,1,0,0,0,0,0,1
2023-07-12,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-12,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,125.9,3,13,4,318.61,0,0,0,0,0,0,0,0,0,0
2023-07-12,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,4.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-12,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 13,1.14,1,2,0,83.65,0,0,0,0,0,0,0,0,0,0
2023-07-12,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,гео,5.66,1,3,2,79.49,0,0,0,0,0,0,0,0,0,0
2023-07-13,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - audeo - m,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-13,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,signia,0.87,1,0,0,11.6,0,0,0,0,0,0,0,0,0,0
2023-07-13,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,signia - motion,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-13,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-13,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,219.7,6,12,8,328.03,0,0,0,0,0,0,0,0,0,0
2023-07-13,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-13,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,мастерслух - слуховые аппараты,11.74,3,8,0,172.24,0,0,0,0,0,0,0,0,0,0
2023-07-13,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,9.08,2,5,4,197.71,0,0,0,0,0,0,0,0,0,0
2023-07-13,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-13,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,78.63,5,12,4,701.18,0,0,0,0,0,0,0,0,0,0
2023-07-13,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,1.11,1,2,0,32.25,0,0,0,0,0,0,0,0,0,0
2023-07-13,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-13,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 13,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-13,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 675,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-13,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-13,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,гео,27.32,3,6,2,182.99,0,0,0,0,0,0,0,0,0,0
2023-07-14,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,siemens,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-14,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - audeo - m,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-14,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,signia,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-14,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,ремаркетинг - widex,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-14,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-14,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,360.3,5,6,2,78.12,0,0,0,0,0,0,0,0,0,0
2023-07-14,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,20.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-14,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-14,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,мастерслух - слуховые аппараты,31.81,4,9,2,322.05,0,0,0,0,0,0,0,0,0,0
2023-07-14,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,6.91,3,6,2,185.95,0,1,0,0,0,0,0,0,0,1
2023-07-14,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-14,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,106.63,3,5,0,376.29,0,0,0,0,0,0,0,0,0,0
2023-07-14,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,13.17,2,5,2,170.27,0,0,0,0,0,0,0,0,0,0
2023-07-14,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 13,2,1,0,0,30.24,0,0,0,0,0,0,0,0,0,0
2023-07-14,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 675,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-14,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-14,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,гео,42.09,4,6,0,259.11,0,0,0,0,0,0,0,0,0,0
2023-07-15,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,siemens,1.03,1,4,0,121.43,0,0,0,0,0,0,0,0,0,0
2023-07-15,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,widex,2,1,6,0,63.17,0,0,0,0,0,0,0,0,0,0
2023-07-15,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - naida,1.13,1,0,0,19.89,0,0,0,0,0,0,0,0,0,0
2023-07-15,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,signia,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-15,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,signia - motion,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-15,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-15,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,198.61,3,4,2,72.09,0,0,0,0,0,0,0,0,0,0
2023-07-15,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,2.65,1,0,0,10.53,0,0,0,0,0,0,0,0,0,0
2023-07-15,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,мастерслух - слуховые аппараты,10.8,1,2,2,46.4,0,0,0,0,0,0,0,0,0,0
2023-07-15,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,6.7,2,4,2,148.24,0,0,0,0,0,0,0,0,0,0
2023-07-15,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-15,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,83.71,6,18,6,493.93,0,0,0,0,0,0,0,0,0,0
2023-07-15,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,4.6,1,3,2,42.58,0,0,0,0,0,0,0,0,0,0
2023-07-15,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,7.04,2,6,2,170.72,0,0,0,0,0,0,0,0,0,0
2023-07-15,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 675,2.47,1,5,2,119.58,0,0,0,0,0,0,0,0,0,0
2023-07-15,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-15,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,гео,27.14,2,4,0,180.41,0,0,0,0,0,0,0,0,0,0
2023-07-16,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak,3.24,1,2,0,36.65,0,0,0,0,0,0,0,0,0,0
2023-07-16,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,siemens,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-16,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,signia,0.87,1,0,0,10.09,0,0,0,0,0,0,0,0,0,0
2023-07-16,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-16,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,122.31,6,9,1,368.44,0,0,0,0,0,0,0,0,0,0
2023-07-16,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-16,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,мастерслух - слуховые аппараты,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-16,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-16,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-16,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,45.11,10,22,10,617.9,0,0,0,0,0,0,0,0,0,0
2023-07-16,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-16,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-16,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-16,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 312,0.77,1,2,0,52.88,0,0,0,0,0,0,0,0,0,0
2023-07-16,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 675,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-16,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-16,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,гео,20.45,4,9,1,404.42,0,0,0,0,0,0,0,0,0,0
2023-07-17,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-17,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - baseo,0.91,1,1,0,13.03,0,0,0,0,0,0,0,0,0,0
2023-07-17,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - naida,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-17,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,ремаркетинг - widex,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-17,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-17,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,330.82,2,2,1,47.55,0,0,0,0,0,0,0,0,0,0
2023-07-17,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-17,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-17,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,мастерслух - слуховые аппараты,20.52,1,2,0,50.62,0,0,0,0,0,0,0,0,0,0
2023-07-17,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,мастерслух - батарейки,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-17,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,4.48,2,6,4,138.46,0,0,0,0,0,0,0,0,0,0
2023-07-17,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-17,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,94.49,7,13,4,475.2,0,0,0,0,0,0,0,0,0,0
2023-07-17,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-17,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,2.95,1,2,0,238.82,0,0,0,0,0,0,0,0,0,0
2023-07-17,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 13,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-17,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-17,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,гео,45.44,11,24,6,749.82,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,widex,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - audeo - marvel,1.04,1,2,2,82.86,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,signia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,signia - motion,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,ремаркетинг - widex,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,54.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,мастерслух - слуховые аппараты,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,5.76,1,2,0,90.47,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,24.53,7,18,5,458.36,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,ремаркетинг - батарейки,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,гео,41.51,4,8,3,555.16,0,0,0,0,0,0,0,0,0,0
2023-07-18,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,слуховые аппараты,25.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-19,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak,1.97,1,2,0,42.19,0,0,0,0,0,0,0,0,0,0
2023-07-19,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,widex,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-19,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - bolero,1.03,1,2,2,103.37,0,0,0,0,0,0,0,0,0,0
2023-07-19,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,siemens - intuis,2.56,2,6,0,133.02,0,0,0,0,0,0,0,0,0,0
2023-07-19,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,siemens - motion,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-19,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,signia,1.15,1,2,0,133.85,0,0,0,0,0,0,0,0,0,0
2023-07-19,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,ремаркетинг - widex,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-19,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,мастерслух - батарейки,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-19,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,5.17,3,5,3,179.09,0,0,0,0,0,0,0,0,0,0
2023-07-19,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,9.53,4,9,5,419.94,0,0,0,0,0,0,0,0,0,0
2023-07-19,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 13,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,гео,29.69,7,17,8,774.99,0,0,0,0,0,0,0,0,0,0
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,слуховые аппараты,61.79,4,8,2,376.26,0,0,0,0,0,0,0,0,0,0
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,детям,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-19,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT_CAMPAIGN,костно-проводные,2.97,1,0,0,126.7,0,0,0,0,0,0,0,0,0,0
2023-07-20,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-20,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-20,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - bolero,5.23,1,1,0,155.22,0,0,0,0,0,0,0,0,0,0
2023-07-20,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,signia,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-20,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,ремаркетинг - phonak,1.25,1,2,0,155.24,0,0,0,0,0,0,0,0,0,0
2023-07-20,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,ремаркетинг - widex,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-20,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,5.14,1,2,1,300.23,0,1,0,0,0,0,0,0,0,1
2023-07-20,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,8.74,4,7,5,240.24,0,0,0,0,0,0,0,0,0,0
2023-07-20,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 13,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
