Date,AdNetworkType,CampaignName,LocationOfPresenceName,Device,Gender,Age,IncomeGrade,WeightedImpressions,Clicks,Sessions,Bounces,Cost,Conversions_301649121_FCCD,Conversions_301649121_AUTO,Conversions_301314275_FCCD,Conversions_301314275_AUTO,Conversions_301313194_FCCD,Conversions_301313194_AUTO,Conversions_301315472_FCCD,Conversions_301315472_AUTO
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Армавир,DESKTOP,GENDER_MALE,AGE_45_54,OTHER,1.02,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Армавир,MOBILE,GENDER_FEMALE,AGE_35_44,HIGH,1.1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Армавир,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,3.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Белореченский район,DESKTOP,GENDER_MALE,AGE_25_34,OTHER,3,2,2,2,157.43,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Геленджик,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,0.75,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,DESKTOP,GENDER_FEMALE,AGE_25_34,ABOVE_AVERAGE,1.78,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,DESKTOP,GENDER_FEMALE,AGE_55,OTHER,1.03,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_35_44,OTHER,0.86,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_55,OTHER,4.06,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_18_24,ABOVE_AVERAGE,2.95,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_18_24,OTHER,0.86,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_25_34,ABOVE_AVERAGE,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_35_44,ABOVE_AVERAGE,1.19,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_35_44,HIGH,0.83,1,2,0,139.62,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,1.85,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_45_54,ABOVE_AVERAGE,0.76,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_45_54,OTHER,0.78,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_55,ABOVE_AVERAGE,1.04,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,UNKNOWN,OTHER,2.22,1,2,2,74.12,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_0_17,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_18_24,HIGH,1.19,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_18_24,OTHER,2.41,1,3,2,81.8,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_25_34,ABOVE_AVERAGE,2.34,1,1,0,211.95,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_25_34,OTHER,1.34,0,2,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_35_44,ABOVE_AVERAGE,0.91,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_45_54,OTHER,0.78,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,TABLET,GENDER_FEMALE,AGE_25_34,OTHER,2.4,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,TABLET,GENDER_FEMALE,AGE_35_44,OTHER,0.91,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,DESKTOP,GENDER_FEMALE,AGE_25_34,OTHER,1.03,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,DESKTOP,GENDER_MALE,AGE_45_54,OTHER,1.03,1,2,0,110.81,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_FEMALE,AGE_18_24,HIGH,2.02,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,3.12,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_FEMALE,AGE_45_54,OTHER,2.23,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_FEMALE,AGE_55,OTHER,1.08,1,2,0,69.14,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_MALE,AGE_18_24,OTHER,0.94,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_MALE,AGE_35_44,ABOVE_AVERAGE,1.05,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_MALE,AGE_35_44,OTHER,2.04,1,2,2,57.98,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_MALE,AGE_45_54,OTHER,1.05,1,2,0,119.74,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_MALE,AGE_55,OTHER,2.22,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Кропоткин,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,0.78,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Кропоткин,MOBILE,GENDER_FEMALE,AGE_55,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Кропоткин,MOBILE,GENDER_FEMALE,UNKNOWN,OTHER,1,1,2,0,59.8,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Кропоткин,TABLET,GENDER_MALE,AGE_55,OTHER,1.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Крымск,MOBILE,GENDER_MALE,AGE_25_34,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Майкоп,MOBILE,GENDER_FEMALE,AGE_35_44,VERY_HIGH,1.22,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Новороссийск,DESKTOP,GENDER_FEMALE,AGE_25_34,OTHER,1.03,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Новороссийск,DESKTOP,GENDER_MALE,AGE_45_54,HIGH,1.03,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Новороссийск,DESKTOP,GENDER_MALE,AGE_55,OTHER,2.05,1,2,0,125.75,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Новороссийск,MOBILE,GENDER_FEMALE,AGE_35_44,HIGH,1.97,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Новороссийск,MOBILE,GENDER_FEMALE,AGE_55,OTHER,1.12,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Новороссийск,MOBILE,GENDER_MALE,AGE_25_34,OTHER,1.18,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Славянск-на-Кубани,MOBILE,GENDER_FEMALE,AGE_45_54,OTHER,1.08,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Славянск-на-Кубани,MOBILE,GENDER_MALE,AGE_35_44,OTHER,1.28,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Тимашевский район,MOBILE,GENDER_FEMALE,AGE_55,OTHER,1.14,1,3,1,79.6,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Тихорецк,DESKTOP,GENDER_MALE,AGE_55,OTHER,2.05,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-21,SEARCH,[поиск] Слуховые аппараты. ТГ,Туапсинский район,MOBILE,GENDER_MALE,AGE_35_44,OTHER,2.37,1,0,0,74.78,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодарский край,DESKTOP,GENDER_FEMALE,AGE_55,OTHER,1.02,1,5,0,32.64,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодарский край,DESKTOP,GENDER_MALE,AGE_0_17,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодарский край,DESKTOP,GENDER_MALE,AGE_55,OTHER,1.02,1,1,0,129.28,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодарский край,MOBILE,GENDER_FEMALE,AGE_45_54,VERY_HIGH,1.07,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Крымск,MOBILE,GENDER_MALE,AGE_18_24,OTHER,2.03,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Тимашевский район,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,2.22,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Бренд. ТГ,Краснодарский край,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,0.97,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Батарейки. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Батарейки. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_55,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Батарейки. ТГ,Краснодарский край,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,1.23,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Белореченск,MOBILE,GENDER_FEMALE,AGE_45_54,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Белореченский район,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,0.94,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Геленджик,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,0.94,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Геленджик,MOBILE,GENDER_FEMALE,AGE_55,OTHER,3.25,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Ейск,DESKTOP,GENDER_FEMALE,AGE_55,OTHER,1.03,1,2,0,111.61,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Ейск,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,0.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Кавказский район,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,2.27,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,DESKTOP,GENDER_FEMALE,AGE_45_54,OTHER,0.82,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_25_34,ABOVE_AVERAGE,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_35_44,OTHER,1.03,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_45_54,OTHER,0.87,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_55,OTHER,2.07,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_18_24,OTHER,1.21,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,4.27,1,2,2,47.05,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_35_44,HIGH,0.78,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,5.54,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_45_54,OTHER,2.01,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_55,HIGH,2.82,2,9,6,267.61,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_55,OTHER,2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_0_17,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_35_44,OTHER,4.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_35_44,VERY_HIGH,0.84,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_55,OTHER,1.22,1,1,0,73.49,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,DESKTOP,GENDER_FEMALE,AGE_45_54,OTHER,2.02,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,DESKTOP,GENDER_MALE,AGE_45_54,OTHER,1.03,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,DESKTOP,GENDER_MALE,AGE_55,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_FEMALE,AGE_18_24,OTHER,1.04,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,4.34,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_FEMALE,AGE_45_54,OTHER,6.77,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_FEMALE,AGE_55,OTHER,5.8,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_MALE,AGE_0_17,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_MALE,AGE_18_24,OTHER,1.89,1,2,0,48.48,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_MALE,AGE_25_34,OTHER,0.98,1,2,2,63.29,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_MALE,AGE_35_44,OTHER,1.1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_MALE,AGE_45_54,OTHER,0.78,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодарский край,MOBILE,GENDER_MALE,AGE_55,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Кропоткин,MOBILE,GENDER_FEMALE,AGE_35_44,HIGH,3.7,1,0,0,132.16,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Кропоткин,MOBILE,GENDER_FEMALE,AGE_55,OTHER,2.18,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Крымск,DESKTOP,GENDER_MALE,AGE_25_34,OTHER,1.03,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Крымск,MOBILE,GENDER_MALE,AGE_18_24,OTHER,1.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Крымский район,MOBILE,GENDER_FEMALE,AGE_18_24,OTHER,3.46,1,2,2,58.51,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Новороссийск,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,0.76,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Республика Адыгея,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,1.76,1,0,0,74.28,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Республика Адыгея,MOBILE,GENDER_MALE,AGE_18_24,ABOVE_AVERAGE,1.11,1,0,0,30.52,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Республика Адыгея,MOBILE,GENDER_MALE,AGE_18_24,OTHER,0,0,2,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Республика Адыгея,MOBILE,GENDER_MALE,AGE_35_44,OTHER,2.2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Тимашевский район,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,1,1,2,0,152.89,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Тимашевский район,MOBILE,GENDER_FEMALE,AGE_55,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-22,SEARCH,[поиск] Слуховые аппараты. ТГ,Туапсинский район,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,1.24,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Ейск,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,1.15,1,2,0,124.15,--,--,1,1,--,--,--,--
2023-07-23,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Ейский район,MOBILE,GENDER_MALE,AGE_55,OTHER,1.25,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_55,OTHER,0.85,1,1,0,39.69,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_25_34,OTHER,1.05,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Бренд. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,3,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Бренд. ТГ,Краснодарский край,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,0.97,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Батарейки. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_55,OTHER,1.24,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Батарейки. ТГ,Краснодар,MOBILE,GENDER_MALE,AGE_35_44,OTHER,1.06,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Батарейки. ТГ,Краснодарский край,MOBILE,GENDER_MALE,AGE_55,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Батарейки. ТГ,Новороссийск,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,2.31,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Батарейки. ТГ,Новороссийск,MOBILE,GENDER_MALE,AGE_25_34,OTHER,0.9,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Батарейки. ТГ,Туапсинский район,MOBILE,GENDER_FEMALE,AGE_45_54,OTHER,3.43,1,0,0,111.87,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Слуховые аппараты. ТГ,Белореченский район,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,0.78,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Слуховые аппараты. ТГ,Белореченский район,MOBILE,GENDER_MALE,AGE_45_54,OTHER,2.41,2,2,0,305.9,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Слуховые аппараты. ТГ,Геленджик,MOBILE,GENDER_FEMALE,AGE_35_44,OTHER,0.7,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Слуховые аппараты. ТГ,Ейск,MOBILE,GENDER_MALE,AGE_35_44,OTHER,1.6,1,0,0,2.11,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_0_17,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_18_24,OTHER,1.03,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_35_44,OTHER,2.06,2,4,0,167.09,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,DESKTOP,GENDER_MALE,AGE_55,HIGH,0.86,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,DESKTOP,UNKNOWN,AGE_55,OTHER,1.03,1,0,0,11.04,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_25_34,HIGH,1.23,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_25_34,OTHER,0.94,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-23,SEARCH,[поиск] Слуховые аппараты. ТГ,Краснодар,MOBILE,GENDER_FEMALE,AGE_45_54,OTHER,2.01,0,0,0,0,--,--,--,--,--,--,--,--
