Date,AdNetworkType,CampaignName,AdFormat,AdId,Slot,WeightedImpressions,Clicks,Sessions,Bounces,Cost,Conversions_301649121_FCCD,Conversions_301649121_AUTO,Conversions_301314275_FCCD,Conversions_301314275_AUTO,Conversions_301313194_FCCD,Conversions_301313194_AUTO,Conversions_301315472_FCCD,Conversions_301315472_AUTO
2023-07-11,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395295,PREMIUMBLOCK,0.57,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395296,OTHER,0.26,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395296,PREMIUMBLOCK,3.69,3,8,4,500.62,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Фид. ДО,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Фид. ДО,TEXT,14448510839,OTHER,0.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Фид. ДО,TEXT,14448510839,PREMIUMBLOCK,19.12,4,8,2,298.14,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Фид. ДО,TEXT,14448510840,PREMIUMBLOCK,3.12,1,1,0,41.76,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Фид. ДО,TEXT,14448510841,OTHER,0.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Фид. ДО,TEXT,14448510841,PREMIUMBLOCK,3.8,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Фид. ДО,TEXT,14448510842,ALONE,6.79,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Фид. ДО,TEXT,14448510842,OTHER,0.17,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Фид. ДО,TEXT,14448510842,PREMIUMBLOCK,24.13,3,3,0,347.13,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Фид. ДО,TEXT,14448510842,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Фид. ДО,TEXT,14448510843,OTHER,0.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Фид. ДО,TEXT,14448510843,PREMIUMBLOCK,11.25,1,2,0,47.04,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Фид. ДО,TEXT,14448510844,ALONE,2.81,1,2,0,127.34,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Фид. ДО,TEXT,14448510844,PREMIUMBLOCK,18.05,2,4,2,168.81,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Фид. ДО,TEXT,14448823044,PREMIUMBLOCK,3.44,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Батарейки. ТГ,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238676,OTHER,0.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238687,OTHER,0.17,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238687,PREMIUMBLOCK,3.38,2,6,2,254.99,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722243,PREMIUMBLOCK,1.03,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722258,OTHER,0.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722258,PREMIUMBLOCK,3.42,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722259,PREMIUMBLOCK,1.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-11,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343471,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280281,PREMIUMBLOCK,0.9,1,4,0,19.03,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280298,PREMIUMBLOCK,2.09,1,2,0,45.13,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280310,PREMIUMBLOCK,1.12,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280346,ALONE,0.99,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[галерея] Фид. ДО,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[галерея] Фид. ДО,TEXT,14381723459,PRODUCT_GALLERY,140.2,1,2,0,79.09,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[галерея] Фид. ДО,TEXT,14381745547,PRODUCT_GALLERY,2.02,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[галерея] Фид. ДО,TEXT,14448493922,PRODUCT_GALLERY,28.4,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[галерея] Фид. ДО,TEXT,14448493923,PRODUCT_GALLERY,32.85,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[галерея] Фид. ДО,TEXT,14448493924,PRODUCT_GALLERY,21.57,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[галерея] Фид. ДО,TEXT,14448493925,PRODUCT_GALLERY,44.54,1,2,0,12.06,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[галерея] Фид. ДО,TEXT,14448716929,PRODUCT_GALLERY,2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395281,ALONE,0.96,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395281,PREMIUMBLOCK,8,2,8,2,143.25,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395295,PREMIUMBLOCK,3.31,1,1,0,138.19,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395296,ALONE,4.67,1,7,3,216.17,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395296,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395296,PREMIUMBLOCK,4.35,1,1,0,169.59,--,--,--,1,--,--,--,--
2023-07-12,SEARCH,[поиск] Фид. ДО,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Фид. ДО,TEXT,14448510839,ALONE,0.91,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Фид. ДО,TEXT,14448510839,PREMIUMBLOCK,38.17,1,4,2,110.2,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Фид. ДО,TEXT,14448510841,PREMIUMBLOCK,12.53,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Фид. ДО,TEXT,14448510842,ALONE,1.88,1,6,0,127.25,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Фид. ДО,TEXT,14448510842,OTHER,0.34,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Фид. ДО,TEXT,14448510842,PREMIUMBLOCK,37.1,1,3,2,81.16,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Фид. ДО,TEXT,14448510843,ALONE,1.86,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Фид. ДО,TEXT,14448510843,OTHER,0.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Фид. ДО,TEXT,14448510843,PREMIUMBLOCK,9.39,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Фид. ДО,TEXT,14448510843,SUGGEST,3,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Фид. ДО,TEXT,14448510844,ALONE,0.93,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Фид. ДО,TEXT,14448510844,PREMIUMBLOCK,19.71,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238680,PREMIUMBLOCK,4.73,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722246,PREMIUMBLOCK,1.14,1,2,0,83.65,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343469,ALONE,1.86,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343470,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343470,PREMIUMBLOCK,1.92,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343471,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343471,PREMIUMBLOCK,1.89,1,3,2,79.49,--,--,--,--,--,--,--,--
2023-07-12,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343472,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280284,PREMIUMBLOCK,2.03,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280286,PREMIUMBLOCK,0.87,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280344,PREMIUMBLOCK,0.87,1,0,0,11.6,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280380,PREMIUMBLOCK,0,0,1,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[галерея] Фид. ДО,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[галерея] Фид. ДО,TEXT,14381723459,PRODUCT_GALLERY,126.25,4,8,6,292.7,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[галерея] Фид. ДО,TEXT,14381745547,PRODUCT_GALLERY,2.93,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[галерея] Фид. ДО,TEXT,14448493922,PRODUCT_GALLERY,23.72,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[галерея] Фид. ДО,TEXT,14448493923,PRODUCT_GALLERY,24.72,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[галерея] Фид. ДО,TEXT,14448493924,PRODUCT_GALLERY,15.58,1,2,0,12.41,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[галерея] Фид. ДО,TEXT,14448493925,PRODUCT_GALLERY,29.43,1,2,2,22.92,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[галерея] Фид. ДО,TEXT,14448716929,PRODUCT_GALLERY,1.47,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395280,PREMIUMBLOCK,1.11,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395281,OTHER,0.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395281,PREMIUMBLOCK,9.51,3,8,0,172.24,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395282,PREMIUMBLOCK,1.04,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395295,PREMIUMBLOCK,1.18,1,3,3,113.25,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395296,ALONE,3.77,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395296,PREMIUMBLOCK,4.14,1,2,1,84.46,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Фид. ДО,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Фид. ДО,TEXT,14448510839,PREMIUMBLOCK,16.69,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Фид. ДО,TEXT,14448510840,PREMIUMBLOCK,1.11,1,2,0,32.25,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Фид. ДО,TEXT,14448510841,PREMIUMBLOCK,1.31,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Фид. ДО,TEXT,14448510842,ALONE,1.84,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Фид. ДО,TEXT,14448510842,OTHER,0.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Фид. ДО,TEXT,14448510842,PREMIUMBLOCK,21.93,1,2,0,203.01,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Фид. ДО,TEXT,14448510843,PREMIUMBLOCK,13.46,2,6,2,293.02,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Фид. ДО,TEXT,14448510843,SUGGEST,3,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Фид. ДО,TEXT,14448510844,ALONE,2.75,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Фид. ДО,TEXT,14448510844,PREMIUMBLOCK,17.56,2,4,2,205.14,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238678,PREMIUMBLOCK,1.24,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238680,PREMIUMBLOCK,2.35,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722243,PREMIUMBLOCK,1.04,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722258,PREMIUMBLOCK,1.07,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343467,PREMIUMBLOCK,3.16,1,2,2,63.37,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343467,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343469,PREMIUMBLOCK,3.82,1,2,0,82.32,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343469,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343470,OTHER,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343470,PREMIUMBLOCK,2.26,1,2,0,37.3,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343470,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343471,OTHER,1.08,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-13,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343471,PREMIUMBLOCK,13,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14382201677,PREMIUMBLOCK,1.03,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280286,PREMIUMBLOCK,0.94,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280344,ALONE,0.93,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14431553806,PREMIUMBLOCK,1.18,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[галерея] Фид. ДО,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[галерея] Фид. ДО,TEXT,14381723459,PRODUCT_GALLERY,199.12,3,5,2,35.21,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[галерея] Фид. ДО,TEXT,14381745547,PRODUCT_GALLERY,9.6,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[галерея] Фид. ДО,TEXT,14448493922,PRODUCT_GALLERY,39.34,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[галерея] Фид. ДО,TEXT,14448493923,PRODUCT_GALLERY,46.8,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[галерея] Фид. ДО,TEXT,14448493924,PRODUCT_GALLERY,29.3,1,0,0,12.14,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[галерея] Фид. ДО,TEXT,14448493925,PRODUCT_GALLERY,45.75,1,1,0,30.78,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[галерея] Фид. ДО,TEXT,14448716929,PRODUCT_GALLERY,11.38,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Бренд. ТГ,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395281,PREMIUMBLOCK,31.81,4,9,2,322.05,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395296,ALONE,3.78,1,2,1,99.24,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395296,PREMIUMBLOCK,1.13,1,2,0,66.51,--,1,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395296,SUGGEST,2,1,2,1,20.19,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Фид. ДО,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Фид. ДО,TEXT,14448510839,OTHER,0.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Фид. ДО,TEXT,14448510839,PREMIUMBLOCK,25.32,1,0,0,140.57,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Фид. ДО,TEXT,14448510841,OTHER,0.09,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Фид. ДО,TEXT,14448510841,PREMIUMBLOCK,9.93,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Фид. ДО,TEXT,14448510842,ALONE,1.9,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Фид. ДО,TEXT,14448510842,PREMIUMBLOCK,22.51,2,5,0,235.72,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Фид. ДО,TEXT,14448510843,ALONE,0.93,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Фид. ДО,TEXT,14448510843,PREMIUMBLOCK,25.42,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Фид. ДО,TEXT,14448510843,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Фид. ДО,TEXT,14448510844,ALONE,1.84,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Фид. ДО,TEXT,14448510844,PREMIUMBLOCK,17.62,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238674,PREMIUMBLOCK,1.03,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238674,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238680,PREMIUMBLOCK,2.48,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Батарейки. ТГ,TEXT,14462238687,PREMIUMBLOCK,8.66,2,5,2,170.27,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722242,SUGGEST,1,1,0,0,30.24,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722244,PREMIUMBLOCK,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722255,PREMIUMBLOCK,1.04,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Батарейки. ТГ,TEXT,14463722259,PREMIUMBLOCK,3.6,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343469,ALONE,4.67,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343469,PREMIUMBLOCK,17.6,1,2,0,64.02,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343470,OTHER,2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343470,PREMIUMBLOCK,12.02,3,4,0,195.09,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343471,OTHER,2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343472,OTHER,2.08,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343472,PREMIUMBLOCK,0.72,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-14,SEARCH,[поиск] Слуховые аппараты. ТГ,TEXT,14669343472,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14382201679,PREMIUMBLOCK,1.03,1,4,0,121.43,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14382201690,PREMIUMBLOCK,1.03,1,6,0,63.17,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14382201694,ALONE,0.97,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280317,PREMIUMBLOCK,1.13,1,0,0,19.89,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280347,PREMIUMBLOCK,0.93,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT,14430280381,ALONE,0.92,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[галерея] Фид. ДО,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[галерея] Фид. ДО,TEXT,14381723459,PRODUCT_GALLERY,125.19,2,1,0,56,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[галерея] Фид. ДО,TEXT,14381745547,PRODUCT_GALLERY,1.97,1,0,0,10.53,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[галерея] Фид. ДО,TEXT,14448493922,PRODUCT_GALLERY,16.86,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[галерея] Фид. ДО,TEXT,14448493923,PRODUCT_GALLERY,19.26,1,3,2,16.09,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[галерея] Фид. ДО,TEXT,14448493924,PRODUCT_GALLERY,12.2,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[галерея] Фид. ДО,TEXT,14448493925,PRODUCT_GALLERY,25.1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[галерея] Фид. ДО,TEXT,14448716929,PRODUCT_GALLERY,0.68,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395281,ALONE,1.04,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395281,PREMIUMBLOCK,4.37,1,2,2,46.4,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395282,PREMIUMBLOCK,5.39,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395296,PREMIUMBLOCK,5.7,2,4,2,148.24,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[поиск] Бренд. ТГ,TEXT,14432395296,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[поиск] Фид. ДО,TEXT,--,OTHER,0,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[поиск] Фид. ДО,TEXT,14448510839,PREMIUMBLOCK,15.97,3,8,4,204.75,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[поиск] Фид. ДО,TEXT,14448510840,PREMIUMBLOCK,1.23,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[поиск] Фид. ДО,TEXT,14448510841,ALONE,1.88,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[поиск] Фид. ДО,TEXT,14448510841,PREMIUMBLOCK,10.44,0,0,0,0,--,--,--,--,--,--,--,--
2023-07-15,SEARCH,[поиск] Фид. ДО,TEXT,14448510841,SUGGEST,1,0,0,0,0,--,--,--,--,--,--,--,--
