Date,AdNetworkType,Device,CampaignId,CampaignName,AdGroupName,AdGroupId,AdId,Cost,Impressions,Clicks,Sessions,Bounces,Calls,JS_Mes,JS_Leads,Forms,EM_Copy,EM_Click,Goals
2024-01-18,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454381,39.63,671,3,6,1,0,0,0,0,0,0,0
2024-01-18,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539872,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-18,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539873,105.12,656,9,9,3,0,0,0,0,0,0,0
2024-01-18,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731883,0,61,0,0,0,0,0,0,0,0,0,0
2024-01-18,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731885,0,376,0,0,0,0,0,0,0,0,0,0
2024-01-18,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454376,0,5,0,0,0,0,0,0,0,0,0,0
2024-01-18,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454377,180.89,1117,14,14,2,0,0,0,0,0,0,0
2024-01-18,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454382,8.58,20,1,1,0,0,0,0,0,0,0,0
2024-01-18,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454383,25.27,257,2,3,0,0,0,0,0,0,0,0
2024-01-18,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539872,3.73,17,1,1,1,0,0,0,0,0,0,0
2024-01-18,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539873,29.77,130,3,3,1,0,0,0,0,0,0,0
2024-01-18,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731884,45.92,294,3,2,0,0,0,0,0,0,0,0
2024-01-18,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731886,0,4,0,0,0,0,0,0,0,0,0,0
2024-01-18,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454375,0,3,0,0,0,0,0,0,0,0,0,0
2024-01-18,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454379,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-18,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454381,0,37,0,0,0,0,0,0,0,0,0,0
2024-01-18,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539873,0,15,0,0,0,0,0,0,0,0,0,0
2024-01-18,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731885,0,2,0,0,0,0,0,0,0,0,0,0
2024-01-18,SEARCH,DESKTOP,103837418,поиск \ тракторы \ авто,краснодар мтз,5365161820,15590141132,0,6,0,0,0,0,0,0,0,0,0,0
2024-01-18,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,новые мтз,5365161818,15590141120,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-18,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,новые мтз,5365161818,15590141121,12.67,14,2,2,1,0,0,0,0,0,0,0
2024-01-18,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,продажа мтз,5365161819,15590141123,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-18,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,продажа мтз,5365161819,15590141127,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-18,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,продажа мтз,5365161819,15590141129,16.24,1,1,1,0,0,0,0,0,0,0,0
2024-01-18,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,краснодар мтз,5365161820,15590141134,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-18,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,краснодар мтз,5365161820,15590141135,0,3,0,0,0,0,0,0,0,0,0,0
2024-01-18,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,краснодар мтз,5365161820,15590141136,13.24,5,2,2,0,0,0,0,0,0,0,0
2024-01-18,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,продажа тракторов беларус,5365161823,15590141147,0,2,0,0,0,0,0,0,0,0,0,0
2024-01-18,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,продажа тракторов беларус,5365161823,15590141148,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-18,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,малогабаритная техника,5382444178,15686991110,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454372,0,2,0,0,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454373,0,32,0,0,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454375,0,78,0,0,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454379,0,73,0,0,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454380,0,7,0,0,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454381,0,29,0,0,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539872,0,3,0,0,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539873,87.28,287,7,7,2,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539875,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731883,0,21,0,0,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731885,0,91,0,0,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454377,10.98,130,2,2,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454382,14.03,15,1,1,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454383,0,31,0,0,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539872,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539873,43.04,44,3,1,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731884,36.44,102,3,3,0,1,0,0,0,0,0,1
2024-01-19,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731886,2.29,3,1,1,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454375,0,2,0,0,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454379,4.67,10,1,1,0,0,0,0,0,0,0,0
2024-01-19,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539873,0,3,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454372,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454373,0,25,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454374,0,3,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454375,0,39,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454379,15.67,21,1,1,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454380,0,4,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454381,4.32,33,1,1,1,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539873,46.99,196,5,5,1,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539874,9.78,23,1,1,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539875,0,4,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731883,0,71,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731885,19.26,68,1,1,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454376,0,5,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454377,28.81,66,2,1,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454382,50.5,22,1,1,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454383,7.72,61,1,1,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539872,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539873,0,7,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539874,0,3,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731884,33.22,224,3,3,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731886,0,75,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595841075,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454375,0,2,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454379,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454380,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454381,0,9,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539873,0,2,0,0,0,0,0,0,0,0,0,0
2024-01-20,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731885,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454372,0,2,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454373,0,30,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454374,0,2,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454375,0,42,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454379,0,23,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454381,0,60,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539872,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539873,0,23,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539874,0,25,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539875,0,21,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731883,10.52,184,1,1,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731885,7.23,98,1,1,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454376,0,3,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454377,0,18,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454382,42.2,42,5,6,1,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454383,0,12,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539872,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539873,21.75,35,2,3,3,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539874,0,5,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539875,0,4,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731884,44.5,354,5,5,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731886,0,101,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595841075,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454373,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454379,0,3,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454380,0,2,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454381,8.58,20,1,1,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539873,0,2,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731883,0,3,0,0,0,0,0,0,0,0,0,0
2024-01-21,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731885,0,5,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454372,0,15,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454373,0,151,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454374,0,8,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454375,0,563,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454379,0,231,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454380,0,13,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454381,116.13,1656,7,6,1,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539872,0,11,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539873,30.89,168,3,3,1,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539874,72.07,96,6,6,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539875,27.65,38,2,2,1,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731883,14.12,1343,1,1,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,DESKTOP,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731885,0,282,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454376,0,11,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454377,15.61,308,2,2,1,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454382,24.01,96,1,2,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454383,0,63,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539872,0,3,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539873,94.8,169,5,3,2,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539874,0,9,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539875,0,3,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731884,173.99,1296,16,14,1,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731886,0,71,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,MOBILE,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595841075,0,8,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454373,0,3,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454374,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454375,0,10,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454379,0,6,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454380,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198454381,3.15,123,1,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539873,0,3,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15198539874,0,5,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731883,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-22,AD_NETWORK,TABLET,98456374,рся \ субсидия \ авто,субсидия,5310156372,15595731885,0,4,0,0,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,DESKTOP,103837418,поиск \ тракторы \ авто,сельхоз трактора,5365161814,15590141099,0,1,0,0,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,DESKTOP,103837418,поиск \ тракторы \ авто,каталог мтз,5365161817,15668867080,339.37,39,11,12,2,1,0,0,0,0,0,1
2024-01-22,SEARCH,DESKTOP,103837418,поиск \ тракторы \ авто,каталог мтз,5365161817,15668867083,0,9,0,0,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,DESKTOP,103837418,поиск \ тракторы \ авто,новые мтз,5365161818,15590141118,76.23,7,2,1,1,0,0,0,0,0,0,0
2024-01-22,SEARCH,DESKTOP,103837418,поиск \ тракторы \ авто,новые мтз,5365161818,15590141119,170.35,13,5,5,1,0,0,0,0,0,0,0
2024-01-22,SEARCH,DESKTOP,103837418,поиск \ тракторы \ авто,продажа мтз,5365161819,15590141122,0,2,0,0,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,DESKTOP,103837418,поиск \ тракторы \ авто,продажа мтз,5365161819,15590141126,80.78,13,2,2,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,DESKTOP,103837418,поиск \ тракторы \ авто,продажа мтз,5365161819,15590141128,181.34,9,4,4,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,DESKTOP,103837418,поиск \ тракторы \ авто,краснодар мтз,5365161820,15590141130,42.03,28,1,2,1,0,0,0,0,0,0,0
2024-01-22,SEARCH,DESKTOP,103837418,поиск \ тракторы \ авто,краснодар мтз,5365161820,15590141131,184.25,43,5,4,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,DESKTOP,103837418,поиск \ тракторы \ авто,краснодар мтз,5365161820,15590141132,35.31,21,1,1,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,DESKTOP,103837418,поиск \ тракторы \ авто,продажа тракторов беларус,5365161823,15590141145,0,8,0,0,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,DESKTOP,103837418,поиск \ тракторы \ авто,продажа тракторов беларус,5365161823,15590141146,27.59,3,1,1,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,DESKTOP,103837418,поиск \ тракторы \ авто,продажа тракторов беларус,5365161823,15590141150,40.24,2,1,1,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,DESKTOP,103837418,поиск \ тракторы \ авто,малогабаритная техника,5382444178,15686991107,20.9,13,1,0,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,DESKTOP,103837418,поиск \ тракторы \ авто,малогабаритная техника,5382444178,15686991109,60.11,6,1,1,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,сельхоз трактора,5365161814,15590141101,74.71,5,2,1,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,сельхоз трактора,5365161814,15590141102,2.93,6,1,0,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,каталог мтз,5365161817,15668867081,62.24,12,1,1,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,каталог мтз,5365161817,15668867082,27.44,1,1,1,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,новые мтз,5365161818,15590141120,94.75,12,3,3,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,новые мтз,5365161818,15590141121,226.77,61,9,9,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,продажа мтз,5365161819,15590141123,49.45,12,2,2,1,0,0,0,0,0,0,0
2024-01-22,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,продажа мтз,5365161819,15590141125,0,3,0,0,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,продажа мтз,5365161819,15590141127,114.99,38,4,4,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,продажа мтз,5365161819,15590141129,29.37,12,1,1,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,краснодар мтз,5365161820,15590141133,49.62,20,2,1,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,краснодар мтз,5365161820,15590141134,249.21,64,10,10,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,краснодар мтз,5365161820,15590141135,241.36,93,14,15,2,0,0,0,0,0,0,0
2024-01-22,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,краснодар мтз,5365161820,15590141136,56.17,40,5,4,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,новые тракторы беларус,5365161822,15590141143,0,4,0,0,0,0,0,0,0,0,0,0
2024-01-22,SEARCH,MOBILE,103837418,поиск \ тракторы \ авто,продажа тракторов беларус,5365161823,15590141147,90.42,20,3,4,0,0,0,0,0,0,0,0
